conversation_id,message_sent_at,sender_type,sender_id,content,created_at,cached_label_list
75174,"April 21, 2025, 9:05 AM",agent,7,"Uṅkaḷ piraccaṉaiyai araṭṭaiyil viḷakkiṉāl, nāṅkaḷ uṅkaḷukku ciṟappāka utava muṭiyum. Uṅkaḷukku eṉṉa utavi tēvai eṉpatai eṅkaḷukkut teriyappaṭuttuṅkaḷ!","April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:06 AM",user,48879,Sir please call me,"April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:06 AM",agent,7,"Uṅkaḷ piraccaṉaiyai araṭṭaiyil viḷakkiṉāl, nāṅkaḷ uṅkaḷukku ciṟappāka utava muṭiyum. Uṅkaḷukku eṉṉa utavi tēvai eṉpatai eṅkaḷukkut teriyappaṭuttuṅkaḷ!

","April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:07 AM",user,48879,Sir health insurance details,"April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:08 AM",agent,7,"By selecting the self-plan, you can enjoy coverage for yourself. Here's what you can expect:

* In the first month, the policy covers accidental injuries.

* From the second month onwards, it covers new health issues.

* If you're hospitalized for a minimum of 24 hours, your expenses will be eligible for coverage.

* Plus, you'll have access to 24/7 teleconsultation services, providing you with convenient medical guidance whenever you need it.

  
This plan offers comprehensive support for your health and wellbeing, with flexible access to medical care and expert advice.","April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:09 AM",user,48879,Sir enaku health issue cilme pannalama,"April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:10 AM",agent,7,Eṉṉa uṭalnalap piracciṉai cār?,"April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:11 AM",user,48879,Kidney stone problem,"April 21, 2025, 9:02 AM","[redacted], claim"
75174,"April 21, 2025, 9:12 AM",agent,7,"Tayavuceytu aṟikkaikaḷai iṅkē pakirntu koḷḷa muṭiyumā, aiyā? Nāṅkaḷ avaṟṟai matippāyvu ceytu uṅkaḷiṭam patilaḷippōm. Naṉṟi!","April 21, 2025, 9:02 AM","[redacted], claim"
75173,"April 21, 2025, 8:52 AM",user,39312,Bhai paise kyon cut rahe hain mujhe,"April 21, 2025, 8:52 AM",[redacted]
75173,"April 21, 2025, 8:52 AM",user,39312,Kuchh bhi paise kaatne band kar do bhai,"April 21, 2025, 8:52 AM",[redacted]
75173,"April 21, 2025, 8:53 AM",user,39312,Yah balance band kar do kaatne Ke liye Na,"April 21, 2025, 8:52 AM",[redacted]
75173,"April 21, 2025, 8:53 AM",agent,7,"Hello! I’m Aswini  from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:52 AM",[redacted]
75173,"April 21, 2025, 8:53 AM",user,39312,Hindi mein bhejo,"April 21, 2025, 8:52 AM",[redacted]
75173,"April 21, 2025, 8:54 AM",agent,7,"Aapne Aape [redacted] se health insurance liya tha, kya aap bata sakte hain ki iske liye paise kaat gaye hain?","April 21, 2025, 8:52 AM",[redacted]
75172,"April 21, 2025, 8:48 AM",user,37143,Hi,"April 21, 2025, 8:48 AM",non-[redacted]
75172,"April 21, 2025, 8:48 AM",user,37143,Hi,"April 21, 2025, 8:48 AM",non-[redacted]
75172,"April 21, 2025, 8:48 AM",agent,7,"Hello! I’m Aswini from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:48 AM",non-[redacted]
75172,"April 21, 2025, 8:48 AM",agent,7,"Hello! I’m Aswini from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:48 AM",non-[redacted]
75172,"April 21, 2025, 8:48 AM",agent,7,"Hello, please let me know how I can assist you today!","April 21, 2025, 8:48 AM",non-[redacted]
75172,"April 21, 2025, 8:48 AM",agent,7,"Hello, please let me know how I can assist you today!","April 21, 2025, 8:48 AM",non-[redacted]
75171,"April 21, 2025, 8:46 AM",user,42127,Closed this policy,"April 21, 2025, 8:46 AM","[redacted], cancel"
75171,"April 21, 2025, 8:47 AM",agent,7,"Hello! I’m Aswini  from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:46 AM","[redacted], cancel"
75171,"April 21, 2025, 8:47 AM",agent,7,Could you kindly explain why you wish to cancel this service?,"April 21, 2025, 8:46 AM","[redacted], cancel"
75171,"April 21, 2025, 8:49 AM",user,42127,I am not interested to continue it due to money problem.,"April 21, 2025, 8:46 AM","[redacted], cancel"
75171,"April 21, 2025, 8:50 AM",agent,7,"You bought this plan through [redacted] for just 180 rupees per month on 28th Oct 2024
, this is the best possible policy at this price and you wont get such attractive rates anywhere else. You can click Here to Download your policy [redacted]. This policy offers you various benefits. If you get hospitalized due to a new health issue for 24 hours or more, you can make a claim on this policy up to INR 100000. Additionally, you have access to unlimited 24/7 teleconsultation benefits with top rated Doctors for FREE. If you decide to cancel this policy, you could lose all these benefits.","April 21, 2025, 8:46 AM","[redacted], cancel"
75170,"April 21, 2025, 8:31 AM",user,46082,Hi I need help.,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:31 AM",user,46082,Hi I need help.,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:33 AM",agent,7,"Hello! I’m Aswini  from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:33 AM",agent,7,"Hello! I’m Aswini  from the Care Team at Clinikk 🌟 Feel free to send messages in any language you prefer, such as ಕನ್ನಡ, English, हिंदी, తెలుగు, தமிழ், or اردو. If you’re not comfortable chatting, you can also send a voice message 🎤 and we will be happy to assist you.

","April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:34 AM",agent,7,"Hello, please let me know how I can assist you today!","April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:34 AM",agent,7,"Hello, please let me know how I can assist you today!","April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:35 AM",user,46082,Upcoming payment link not showing,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:35 AM",user,46082,Upcoming payment link not showing,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:50 AM",agent,7,Please use the following link to complete the payment: [redacted]. Thank you!,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
75170,"April 21, 2025, 8:50 AM",agent,7,Please use the following link to complete the payment: [redacted] Thank you!,"April 21, 2025, 8:31 AM","non-[redacted], renewal-link"
